0,Latitude,Longitude,Latitude,Longitude,0,0
2.81,1.353375808,103.840735,1.350898,103.848077,5.0,9.72
,1.352077981,103.8434976,1.348441915,103.8473653,,
,1.352018989,103.8465661,1.343985,103.846324,,
,1.352501652,103.8478643,1.343813,103.849543,,
,1.350898,103.848077,1.342344,103.849339,,
,,,1.342387,103.848545,,
,,,1.340767,103.848524,,
,,,1.3407,103.8472,,
