0,Latitude,Longitude,Latitude,Longitude,0,0
2.17,1.353375808,103.840735,1.350898,103.848077,4.0,8.44
,1.352077981,103.8434976,1.348441915,103.8473653,,
,1.352018989,103.8465661,1.350420837,103.8504446,,
,1.352501652,103.8478643,1.3509035,103.8523167,,
,1.350898,103.848077,1.351785702,103.8524938,,
,,,1.35213161,103.8525286,,
,,,1.352936049,103.8520056,,
