0,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude
1.014336976680068,1.353375808,103.840735,1.352936049,103.8520056,1.360696185,103.8419473
1.3761710586833118,1.352077981,103.8434976,1.35213161,103.8525286,1.360192072,103.8435566
1.1616877642993377,1.352018989,103.8465661,1.351785702,103.8524938,1.359065861,103.8449943
,1.352501652,103.8478643,1.3509035,103.8523167,1.357467714,103.8451338
,1.350898,103.848077,1.350420837,103.8504446,1.356566745,103.8462174
,,,1.348441915,103.8473653,1.355386903,103.8464534
,,,1.343985,103.846324,1.354421578,103.8470542
,,,,,1.35361714,103.8484168
